704006009080010000003020450000000002056000780100000000025030100000040060900500307 # 27 # 10 # 2022 # 001 # 2022-10-27 # 81 # 2022-10-27-SC--001 # SC #  # Cracking The Cryptic # Easy # 220 # 0:15:11 #  # FH NS
010050090000000048800003000208500400340608072006004309000300001120000000060010050 # 23 # 02 # 2022 # 05779 # 2022-02-23 # 81 # 2022-02-23-TG-TGH-05779 # TG # TGH # Telegraph # Medium # 572 #  #  # 
002045096364089000000007800000070020200000018009020760090006070800002000400000005 # 18 # 10 # 2022 #  # 2022-10-18 # 81 # 2022-10-18-EP-EXP # EP # EXP # El Pais # Medium # 572 #  #  # FH NS HS LP LCT1
060902000470600000009400000800000490500104002020000005000003800000048056000500020 # 11 # 04 # 2008 # 01012 # 2008-04-11 # 81 # 2008-04-11-TG-DIAB-01012 # TG # DIAB # Telegraph # Hard # 574 #  #  # 
508004700400250000000090200060000003003000100700000060005020000004013002006800901 # 24 # 02 # 2011 # 01911 # 2011-02-24 # 81 # 2011-02-24-TG-TGH-01911 # TG # TGH # Telegraph # Medium # 574 #  #  # 
006090000300800002000007600200080070600000008030010009005300000900008004018060350 # 22 # 08 # 2013 # 02691 # 2013-08-22 # 81 # 2013-08-22-TG-TGH-02691 # TG # TGH # Telegraph # Medium # 574 #  #  # 
006910000900070020000000400600000580000407000057000004109000070230090005000041300 # 25 # 11 # 2015 # 03497 # 2015-11-25 # 81 # 2015-11-25-TG-TGH-03497 # TG # TGH # Telegraph # Medium # 574 #  #  # 
036510000090000010008006700300009000005000100000720004003400200060000090000102650 # 02 # 01 # 2019 # 04631 # 2019-01-02 # 81 # 2019-01-02-TG-TGH-04631 # TG # TGH # Telegraph # Medium # 574 #  #  # 
000200000020810630089000010900000008002608400300000007050100200060023050000007000 # 20 # 07 # 2019 # 04830 # 2019-07-20 # 81 # 2019-07-20-TG-TGH-04830 # TG # TGH # Telegraph # Medium # 574 #  #  # 
076000000800400002020700010700502600380000020004007003050009030000001004000000270 # 22 # 10 # 2020 # 05290 # 2020-10-22 # 81 # 2020-10-22-TG-TGH-05290 # TG # TGH # Telegraph # Medium # 574 #  #  # 
000400800900000200510070006090640010000000400040027050400060023007000000006008100 # 17 # 12 # 2020 # 05346 # 2020-12-17 # 81 # 2020-12-17-TG-TGH-05346 # TG # TGH # Telegraph # Medium # 574 #  #  # 
097502000000090706080000050000170020000009000040030060050000010108050000000207540 # 20 # 05 # 2021 # 05500 # 2021-05-20 # 81 # 2021-05-20-TG-TGH-05500 # TG # TGH # Telegraph # Medium # 574 #  #  # 
201050000000609000309000708103000020000000000025000401702040305000107000000060200 # 09 # 07 # 2021 # 05550 # 2021-07-09 # 81 # 2021-07-09-TG-DIAB-05550 # TG # DIAB # Telegraph # Hard # 574 #  #  # 
080010600402000089000800030003068200009000800001390400060009000510000002008040050 # 30 # 04 # 2008 # 01028 # 2008-04-30 # 81 # 2008-04-30-TG-TGH-01028 # TG # TGH # Telegraph # Hard # 576 #  #  # 
060509700003000800100000504600402900000010000004903006905000008008000300006108090 # 27 # 01 # 2010 # 01574 # 2010-01-27 # 81 # 2010-01-27-TG-TGH-01574 # TG # TGH # Telegraph # Medium # 576 #  #  # 
000005000793000200200010003900700042007080900630009001800060007006000329000500000 # 18 # 02 # 2011 # 01906 # 2011-02-18 # 81 # 2011-02-18-TG-DIAB-01906 # TG # DIAB # Telegraph # Hard # 576 #  #  # 
000090200100706000930000000003901070018000420070504108000000085000308002002050000 # 29 # 06 # 2017 # 04079 # 2017-06-29 # 81 # 2017-06-29-TG-TGH-04079 # TG # TGH # Telegraph # Hard # 576 #  #  # 
000000000309000008480906700690400002000502000200001043005209034900060807000000000 # 05 # 09 # 2019 # 04877 # 2019-09-05 # 81 # 2019-09-05-TG-TGH-04877 # TG # TGH # Telegraph # Medium # 576 #  #  # 
030500080000037000054029100003000900400010002006000400005970340000350000010002060 # 13 # 08 # 2020 # 05220 # 2020-08-13 # 81 # 2020-08-13-TG-TGH-05220 # TG # TGH # Telegraph # Medium # 576 #  #  # 
020931000097800300000400100089000000050060020000000570002005000005004780000389010 # 28 # 05 # 2022 # 05873 # 2022-05-28 # 81 # 2022-05-28-TG-TGH-05873 # TG # TGH # Telegraph # Medium # 576 #  #  # 
705000100003100400609080070000047000500000007000230000070000614002006000000000209 # 17 # 02 # 2010 # 01592 # 2010-02-17 # 81 # 2010-02-17-TG-TGH-01592 # TG # TGH # Telegraph # Medium # 578 #  #  # 
002000400060008090000000708500090001000003000809720005235000000070300010004000300 # 06 # 10 # 2010 # 01790 # 2010-10-06 # 81 # 2010-10-06-TG-TGH-01790 # TG # TGH # Telegraph # Hard # 578 #  #  # 
100000048000903000800000700902000065030000090510000300005000009000204050270100000 # 17 # 07 # 2013 # 02660 # 2013-07-17 # 81 # 2013-07-17-TG-TGH-02660 # TG # TGH # Telegraph # Medium # 578 #  #  # 
000610500000000090000000630060079050073000920040050008036200000080000000007041000 # 14 # 08 # 2013 # 02684 # 2013-08-14 # 81 # 2013-08-14-TG-TGH-02684 # TG # TGH # Telegraph # Medium # 578 #  #  # 
100208069000000200003060400086007000000000000000401580004070100005300000230100000 # 04 # 03 # 2015 # 03231 # 2015-03-04 # 81 # 2015-03-04-TG-TGH-03231 # TG # TGH # Telegraph # Medium # 578 #  #  # 
500800031000900000090070060040000000005314700000000083060050010000002000910000072 # 16 # 10 # 2015 # 03457 # 2015-10-16 # 81 # 2015-10-16-TG-DIAB-03457 # TG # DIAB # Telegraph # Hard # 578 #  #  # 
053102060001000400000000007030500000080301000000007020620000009008000300070009640 # 26 # 07 # 2017 # 04106 # 2017-07-26 # 81 # 2017-07-26-TG-TGH-04106 # TG # TGH # Telegraph # Medium # 578 #  #  # 
000200000400000071800107009000000507024060310001000000100702006950000002000005000 # 26 # 05 # 2018 # 04410 # 2018-05-26 # 81 # 2018-05-26-TG-TGH-04410 # TG # TGH # Telegraph # Medium # 578 #  #  # 
000005600080000000070000024065008900100000003007306040210009030000000010008500700 # 30 # 01 # 2020 # 05024 # 2020-01-30 # 81 # 2020-01-30-TG-TGH-05024 # TG # TGH # Telegraph # Medium # 578 #  #  # 
000008720020030040430009000560001002700000001000900065000100009070020000002300000 # 20 # 02 # 2020 # 05045 # 2020-02-20 # 81 # 2020-02-20-TG-TGH-05045 # TG # TGH # Telegraph # Medium # 578 #  #  # 
006803700000600000040000008300080007029700600500090001400000050000005800000904200 # 23 # 07 # 2021 # 05564 # 2021-07-23 # 81 # 2021-07-23-TG-DIAB-05564 # TG # DIAB # Telegraph # Hard # 578 #  #  # 
000900072006000008003000000050083007002005400034000050000000006609250000400070090 # 17 # 10 # 2022 #  # 2022-10-17 # 81 # 2022-10-17-EP-DIF # EP # DIF # El Pais # Medium # 578 #  #  # FH NS HS LCT1
100000200704060000009080030000106080012000400000700050040000003500072900000098000 # 22 # 10 # 2022 #  # 2022-10-22 # 81 # 2022-10-22-NYT-HRD # NYT # HRD # New York Times # Medium # 578 #  #  # FH NS HS LCT1 NT
100200060300000702000503000070020008090005030800090040000102000506000003040008025 # 25 # 06 # 2008 # 01076 # 2008-06-25 # 81 # 2008-06-25-TG-TGH-01076 # TG # TGH # Telegraph # Medium # 580 #  #  # 
805006209400000300000040080500071600002000900006200005060090000004000001008600704 # 15 # 09 # 2010 # 01772 # 2010-09-15 # 81 # 2010-09-15-TG-TGH-01772 # TG # TGH # Telegraph # Medium # 580 #  #  # 
000000965300200000005104000040500070607000109050001030000703600000002007904000002 # 25 # 05 # 2012 # 02302 # 2012-05-25 # 81 # 2012-05-25-TG-DIAB-02302 # TG # DIAB # Telegraph # Hard # 580 #  #  # 
093708000100005032005000000802000000010602070000000901000000200420100003008306500 # 12 # 12 # 2012 # 02474 # 2012-12-12 # 81 # 2012-12-12-TG-TGH-02474 # TG # TGH # Telegraph # Medium # 580 #  #  # 
000905020000078903200000070501000000004030200000000308050000009109460000060809007 # 07 # 08 # 2014 # 03022 # 2014-08-07 # 81 # 2014-08-07-TG-TGH-03022 # TG # TGH # Telegraph # Medium # 580 #  #  # 
009020000004700600870400093000048000090030080000970000360000041008005700000060200 # 26 # 03 # 2015 # 03253 # 2015-03-26 # 81 # 2015-03-26-TG-TGH-03253 # TG # TGH # Telegraph # Hard # 580 #  #  # 
070630080010000045000008070700090003000065000300010002050700000680000050090086020 # 07 # 05 # 2015 # 03295 # 2015-05-07 # 81 # 2015-05-07-TG-TGH-03295 # TG # TGH # Telegraph # Medium # 580 #  #  # 
007000050000408020006700300010307000600000007000905130001003400030149000050000900 # 28 # 06 # 2019 # 04808 # 2019-06-28 # 81 # 2019-06-28-TG-DIAB-04808 # TG # DIAB # Telegraph # Hard # 580 #  #  # 
000028000920000080058010700014000200800060004005000310000070920040000073000150000 # 25 # 03 # 2022 # 05809 # 2022-03-25 # 81 # 2022-03-25-TG-DIAB-05809 # TG # DIAB # Telegraph # Hard # 580 #  #  # 
063000080070008000008030701000060003800903004000050000106020300000400050047000190 # 06 # 07 # 2022 # 05912 # 2022-07-06 # 81 # 2022-07-06-TG-TGH-05912 # TG # TGH # Telegraph # Medium # 580 #  #  # 
700008050000031400000470309060000001000803000800000090602084000005360000030200005 # 26 # 10 # 2022 #  # 2022-10-26 # 81 # 2022-10-26-KSD-IAB # KSD # IAB # Ksudoku # Hard # 580 #  #  # FH NS HS LP SKY
000000050005002008270090061302010890000000000049020106720080013100600700030000000 # 27 # 05 # 2009 # 01364 # 2009-05-27 # 81 # 2009-05-27-TG-TGH-01364 # TG # TGH # Telegraph # Medium # 582 #  #  # 
820304000001090300000007000007000680108705203062000400000500000003040900000102067 # 03 # 10 # 2012 # 02414 # 2012-10-03 # 81 # 2012-10-03-TG-TGH-02414 # TG # TGH # Telegraph # Medium # 582 #  #  # 
100000008000706030030000067006050900002407600000000300010090000020301000800000004 # 05 # 11 # 2014 # 03112 # 2014-11-05 # 81 # 2014-11-05-TG-TGH-03112 # TG # TGH # Telegraph # Medium # 582 #  #  # 
006104907810000004003070000030500040001000700050006090000060100100000089402901600 # 12 # 12 # 2014 # 03149 # 2014-12-12 # 81 # 2014-12-12-TG-DIAB-03149 # TG # DIAB # Telegraph # Unfair # 582 #  #  # 
000056040000070009205003708002000000610307054000000800807500601900080000020640000 # 10 # 03 # 2018 # 04333 # 2018-03-10 # 81 # 2018-03-10-TG-TGH-04333 # TG # TGH # Telegraph # Medium # 582 #  #  # 
000090000670080059200603000300000805160000092402000003000205004930040021000060000 # 22 # 12 # 2018 # 04620 # 2018-12-22 # 81 # 2018-12-22-TG-TGH-04620 # TG # TGH # Telegraph # Hard # 582 #  #  # 
001000309800090002002000850000001020000702000090300000030600700104050006009000000 # 26 # 05 # 2021 # 05506 # 2021-05-26 # 81 # 2021-05-26-TG-TGH-05506 # TG # TGH # Telegraph # Medium # 582 #  #  # 
005000000010048360900000000037104080001000200090500700300000002084790030000000800 # 04 # 02 # 2010 # 01581 # 2010-02-04 # 81 # 2010-02-04-TG-TGH-01581 # TG # TGH # Telegraph # Hard # 584 #  #  # 
000063800020400030100080002040070000007506400000010050530000000070002090002640000 # 21 # 07 # 2011 # 02037 # 2011-07-21 # 81 # 2011-07-21-TG-TGH-02037 # TG # TGH # Telegraph # Medium # 584 #  #  # 
007000005000006900836001000104000600000502000005000302002600437008700000403000000 # 05 # 12 # 2012 # 02468 # 2012-12-05 # 81 # 2012-12-05-TG-TGH-02468 # TG # TGH # Telegraph # Hard # 584 #  #  # 
200000000005900010680207000004030600020000050006050300800406030940003200000000005 # 30 # 10 # 2014 # 03106 # 2014-10-30 # 81 # 2014-10-30-TG-TGH-03106 # TG # TGH # Telegraph # Medium # 584 #  #  # 
006500004003070920000900080050060030600000802020090070000000000081050400300004200 # 18 # 02 # 2016 # 03582 # 2016-02-18 # 81 # 2016-02-18-TG-TGH-03582 # TG # TGH # Telegraph # Medium # 584 #  #  # 
060504000408006001030000000800000910010030080006000003050000040900800706000103090 # 10 # 09 # 2016 # 03787 # 2016-09-10 # 81 # 2016-09-10-TG-TGH-03787 # TG # TGH # Telegraph # Medium # 584 #  #  # 
000008031000063000103700600080050090400000003030000060008007302000510080790000000 # 13 # 06 # 2018 # 04428 # 2018-06-13 # 81 # 2018-06-13-TG-TGH-04428 # TG # TGH # Telegraph # Medium # 584 #  #  # 
004600100600809004000003000401305008050000010800004902000000000300500009002001500 # 04 # 04 # 2019 # 04723 # 2019-04-04 # 81 # 2019-04-04-TG-TGH-04723 # TG # TGH # Telegraph # Medium # 584 #  #  # 
020000000030529000604070009100090000050000060006080307900030108000718000000000040 # 29 # 02 # 2020 # 05054 # 2020-02-29 # 81 # 2020-02-29-TG-TGH-05054 # TG # TGH # Telegraph # Medium # 584 #  #  # 
030000090400108600600004000270010080901000002000050074000800009005003006080000010 # 30 # 07 # 2020 # 05206 # 2020-07-30 # 81 # 2020-07-30-TG-TGH-05206 # TG # TGH # Telegraph # Medium # 584 #  #  # 
000000002521000809003005004000050008460000010000090000100300200904600371700000000 # 26 # 11 # 2020 # 05325 # 2020-11-26 # 81 # 2020-11-26-TG-TGH-05325 # TG # TGH # Telegraph # Medium # 584 #  #  # 
200006080000050000076000100908001007000008000301500804003000470000030000760400002 # 07 # 07 # 2021 # 05548 # 2021-07-07 # 81 # 2021-07-07-TG-TGH-05548 # TG # TGH # Telegraph # Medium # 584 #  #  # 
000800000000004500000300096902000047010000060370000205890006400006405000001009000 # 02 # 06 # 2022 # 05878 # 2022-06-02 # 81 # 2022-06-02-TG-TGH-05878 # TG # TGH # Telegraph # Medium # 584 #  #  # 
000060730080120000600000800401700008000000000700004219008000005000098060036000100 # 24 # 08 # 2022 # 05961 # 2022-08-24 # 81 # 2022-08-24-TG-TGH-05961 # TG # TGH # Telegraph # Medium # 584 #  #  # 
400005009000000000105030000640700050002508900050001028003000805000000000900804006 # 05 # 10 # 2022 # 06003 # 2022-10-05 # 81 # 2022-10-05-TG-TGH-06003 # TG # TGH # Telegraph # Medium # 584 #  #  # 
020010006100900000009000005008700600040200080602000040800003000010000004090602803 # 19 # 10 # 2022 #  # 2022-10-19 # 81 # 2022-10-19-EP-DIF # EP # DIF # El Pais # Medium # 584 #  #  # FH NS HS LCT1
000020006640000087000058200004000020809030401050000300008390000230000018500080000 # 30 # 09 # 2009 # 01472 # 2009-09-30 # 81 # 2009-09-30-TG-TGH-01472 # TG # TGH # Telegraph # Hard # 586 #  #  # 
000000004293000700000193002050000076000862000930000020400637000007000248500000000 # 02 # 06 # 2011 # 01995 # 2011-06-02 # 81 # 2011-06-02-TG-TGH-01995 # TG # TGH # Telegraph # Medium # 586 #  #  # 
950200000080000000002004008200605007560020091400703005100800700000000030000001042 # 15 # 09 # 2011 # 02085 # 2011-09-15 # 81 # 2011-09-15-TG-TGH-02085 # TG # TGH # Telegraph # Medium # 586 #  #  # 
100000009060030008025000700000080000600004007000519000000001460000070050400000003 # 05 # 07 # 2012 # 02337 # 2012-07-05 # 81 # 2012-07-05-TG-TGH-02337 # TG # TGH # Telegraph # Medium # 586 #  #  # 
301040600000006080004230000070000050500974001090000020000083100010400000003060205 # 28 # 10 # 2015 # 03469 # 2015-10-28 # 81 # 2015-10-28-TG-TGH-03469 # TG # TGH # Telegraph # Medium # 586 #  #  # 
405600000060103080000050090009206000800000001000731900070010000050308060000007403 # 18 # 05 # 2016 # 03672 # 2016-05-18 # 81 # 2016-05-18-TG-TGH-03672 # TG # TGH # Telegraph # Medium # 586 #  #  # 
000000040907406000100000576015203000000000000000509460371000008009308207080000000 # 26 # 08 # 2016 # 03772 # 2016-08-26 # 81 # 2016-08-26-TG-DIAB-03772 # TG # DIAB # Telegraph # Hard # 586 #  #  # 
000500009580000017000080046000120700100804003002005000850090000320000061700001000 # 28 # 08 # 2019 # 04869 # 2019-08-28 # 81 # 2019-08-28-TG-TGH-04869 # TG # TGH # Telegraph # Medium # 586 #  #  # 
000001900702080600010090020801000003050010060400000805070060080009020506004500000 # 20 # 02 # 2021 # 05411 # 2021-02-20 # 81 # 2021-02-20-TG-TGH-05411 # TG # TGH # Telegraph # Medium # 586 #  #  # 
709000000000402700000018600002000090040105070050000300000280000003504000006000904 # 23 # 03 # 2012 # 02248 # 2012-03-23 # 81 # 2012-03-23-TG-DIAB-02248 # TG # DIAB # Telegraph # Hard # 588 #  #  # 
000060000050010907003900080090000041004000700610000000079004200305090060000050000 # 21 # 11 # 2014 # 03128 # 2014-11-21 # 81 # 2014-11-21-TG-DIAB-03128 # TG # DIAB # Telegraph # Hard # 588 #  #  # 
806050000500702001000000003000400300040000020005083000700004000100907002004000609 # 09 # 03 # 2017 # 03967 # 2017-03-09 # 81 # 2017-03-09-TG-TGH-03967 # TG # TGH # Telegraph # Medium # 588 #  #  # 
000000005009000700010054800600900200903006004007001008000463080008000100700000000 # 17 # 07 # 2021 # 05558 # 2021-07-17 # 81 # 2021-07-17-TG-TGH-05558 # TG # TGH # Telegraph # Medium # 588 #  #  # 
080300600602800014000070050000200000000040902040000003000709061804030005000000000 # 18 # 10 # 2022 #  # 2022-10-18 # 81 # 2022-10-18-NYT-HRD # NYT # HRD # New York Times # Medium # 588 #  #  # FH NS HS LP LCT1 LCT2 NP
010000075900400000000809010701004206000000000609000807080601000000302004260000030 # 23 # 04 # 2008 # 01022 # 2008-04-23 # 81 # 2008-04-23-TG-TGH-01022 # TG # TGH # Telegraph # Medium # 590 #  #  # 
600300040030000895009050000000430000007598100000006000000080400351000080070005006 # 13 # 04 # 2011 # 01952 # 2011-04-13 # 81 # 2011-04-13-TG-TGH-01952 # TG # TGH # Telegraph # Medium # 590 #  #  # 
000006000000204380007050000460000010150020043030000065000030800025401090000900000 # 01 # 03 # 2014 # 02863 # 2014-03-01 # 81 # 2014-03-01-TG-TGH-02863 # TG # TGH # Telegraph # Medium # 590 #  #  # 
800400390000000001000905020600070009070000040100560007060201005900000000035006002 # 11 # 10 # 2017 # 04183 # 2017-10-11 # 81 # 2017-10-11-TG-TGH-04183 # TG # TGH # Telegraph # Medium # 590 #  #  # 
000000045080010007000304280300460000009000708000057004078501000900080000430000000 # 15 # 06 # 2019 # 04795 # 2019-06-15 # 81 # 2019-06-15-TG-TGH-04795 # TG # TGH # Telegraph # Medium # 590 #  #  # 
000020600001574000305000000703050004080006030200040501000000205000185300007000000 # 06 # 07 # 2019 # 04816 # 2019-07-06 # 81 # 2019-07-06-TG-TGH-04816 # TG # TGH # Telegraph # Medium # 590 #  #  # 
000008640040000030691000002000803700060000820008907000000000215080000090059400000 # 29 # 07 # 2020 # 05205 # 2020-07-29 # 81 # 2020-07-29-TG-TGH-05205 # TG # TGH # Telegraph # Medium # 590 #  #  # 
000000500004081070000935010100000020040000050072000903020314000050620100006000000 # 19 # 02 # 2022 # 05775 # 2022-02-19 # 81 # 2022-02-19-TG-TGH-05775 # TG # TGH # Telegraph # Medium # 590 #  #  # 
000009000860570000003100900700001009032000160500300007007004201000010034000600000 # 08 # 09 # 2022 # 05976 # 2022-09-08 # 81 # 2022-09-08-TG-TGH-05976 # TG # TGH # Telegraph # Medium # 590 #  #  # 
030000050200006700000081000002000001650070040010000600000360000907800002040000070 # 13 # 08 # 2008 # 01118 # 2008-08-13 # 81 # 2008-08-13-TG-TGH-01118 # TG # TGH # Telegraph # Medium # 592 #  #  # 
100207000000080004050000000700010020004509300080040009000400070500060000000305008 # 20 # 09 # 2017 # 04162 # 2017-09-20 # 81 # 2017-09-20-TG-TGH-04162 # TG # TGH # Telegraph # Medium # 592 #  #  # 
300007100050010040800003902900001005006000300500600001108300007020040030005200006 # 02 # 11 # 2017 # 04205 # 2017-11-02 # 81 # 2017-11-02-TG-TGH-04205 # TG # TGH # Telegraph # Hard # 592 #  #  # 
050000460003040007000000000010003082060000090540100070006309000000010200081000000 # 17 # 04 # 2019 # 04736 # 2019-04-17 # 81 # 2019-04-17-TG-TGH-04736 # TG # TGH # Telegraph # Medium # 592 #  #  # 
040008900008200060060453010070500030000000000020006090010682050050007600003100070 # 20 # 04 # 2019 # 04739 # 2019-04-20 # 81 # 2019-04-20-TG-TGH-04739 # TG # TGH # Telegraph # Hard # 592 #  #  # 
002736009000001400000000070034090010010304060050010840020000000009400000800129500 # 22 # 05 # 2019 # 04771 # 2019-05-22 # 81 # 2019-05-22-TG-TGH-04771 # TG # TGH # Telegraph # Medium # 592 #  #  # 
900700034800034009000160200700000020004000700030000008008041000200890003340007006 # 12 # 06 # 2021 # 05523 # 2021-06-12 # 81 # 2021-06-12-TG-TGH-05523 # TG # TGH # Telegraph # Medium # 592 #  #  # 
048000900000019000030080060200500000073000090100003087010040030000350000007000120 # 30 # 10 # 2008 # 01185 # 2008-10-30 # 81 # 2008-10-30-TG-TGH-01185 # TG # TGH # Telegraph # Medium # 594 #  #  # 
040090010100740090009008604000000029000000000350000080708900000010035008000060030 # 19 # 12 # 2012 # 02480 # 2012-12-19 # 81 # 2012-12-19-TG-TGH-02480 # TG # TGH # Telegraph # Medium # 594 #  #  # 
000000014000100000000809300002030080030701020050020600003257000004003000690000050 # 06 # 01 # 2017 # 03905 # 2017-01-06 # 81 # 2017-01-06-TG-DIAB-03905 # TG # DIAB # Telegraph # Hard # 594 #  #  # 
000200000020609037008040090000000740140000082065000000073060400480901000000000000 # 24 # 08 # 2017 # 04135 # 2017-08-24 # 81 # 2017-08-24-TG-TGH-04135 # TG # TGH # Telegraph # Hard # 594 #  #  # 
000001006300040072080000300002098500000070000007320100004000090270050000500700040 # 14 # 09 # 2017 # 04156 # 2017-09-14 # 81 # 2017-09-14-TG-TGH-04156 # TG # TGH # Telegraph # Medium # 594 #  #  # 
400070025006000000100090704000500370000000000031004800209050007000000400607080002 # 10 # 04 # 2019 # 04729 # 2019-04-10 # 81 # 2019-04-10-TG-TGH-04729 # TG # TGH # Telegraph # Medium # 594 #  #  # 
400602000090000500001050200060030009002000010300070040003040100004003060000901007 # 04 # 12 # 2019 # 04967 # 2019-12-04 # 81 # 2019-12-04-TG-TGH-04967 # TG # TGH # Telegraph # Medium # 594 #  #  # 
000706000809000300000003021020079000400000005000200060210900000007020503000467000 # 29 # 08 # 2020 # 05236 # 2020-08-29 # 81 # 2020-08-29-TG-TGH-05236 # TG # TGH # Telegraph # Medium # 594 #  #  # 
003200000002040970400500100000060800600809002005020000006003041090080700000000200 # 24 # 10 # 2020 # 05292 # 2020-10-24 # 81 # 2020-10-24-TG-TGH-05292 # TG # TGH # Telegraph # Medium # 594 #  #  # 
000000600003710502000304009000009003020000070300600000800502000907008300006003400 # 10 # 04 # 2021 # 05460 # 2021-04-10 # 81 # 2021-04-10-TG-TGH-05460 # TG # TGH # Telegraph # Hard # 594 #  #  # 
050304010020001030001000700008040900000500000000030200005000100040610070060802050 # 18 # 06 # 2021 # 05529 # 2021-06-18 # 81 # 2021-06-18-TG-DIAB-05529 # TG # DIAB # Telegraph # Hard # 594 #  #  # 
000000050007652000008000100026008000700309004030000290003000400000514900010000020 # 20 # 10 # 2021 # 05653 # 2021-10-20 # 81 # 2021-10-20-TG-TGH-05653 # TG # TGH # Telegraph # Medium # 594 #  #  # 
000109050050080004300020000709000000006304200000000708000050002800060010070401009 # 30 # 03 # 2022 # 05814 # 2022-03-30 # 81 # 2022-03-30-TG-TGH-05814 # TG # TGH # Telegraph # Medium # 594 #  #  # 
020091030000020008080005900004000091000000000950000200065100080100050000030400017 # 15 # 09 # 2022 # 05983 # 2022-09-15 # 81 # 2022-09-15-TG-TGH-05983 # TG # TGH # Telegraph # Medium # 594 #  #  # 
000000000406305900509070008004708300090000060007901200700080005002103709000000000 # 25 # 12 # 2008 # 01233 # 2008-12-25 # 81 # 2008-12-25-TG-TGH-01233 # TG # TGH # Telegraph # Medium # 596 #  #  # 
500700003700030605010009020201080500000000000004070108050600040602000001900008006 # 03 # 04 # 2009 # 01318 # 2009-04-03 # 81 # 2009-04-03-TG-DIAB-01318 # TG # DIAB # Telegraph # Hard # 596 #  #  # 
008002100301090007020001050060900000500040002000005060030400010900080405007500800 # 20 # 08 # 2009 # 01437 # 2009-08-20 # 81 # 2009-08-20-TG-TGH-01437 # TG # TGH # Telegraph # Hard # 596 #  #  # 
009010060008000490400007008000021000100809003200630000600700009053000600080040100 # 18 # 07 # 2013 # 02661 # 2013-07-18 # 81 # 2013-07-18-TG-TGH-02661 # TG # TGH # Telegraph # Medium # 596 #  #  # 
600000008350000070007000200004058900100307002005190400001000700580000034400000006 # 11 # 09 # 2014 # 03057 # 2014-09-11 # 81 # 2014-09-11-TG-TGH-03057 # TG # TGH # Telegraph # Medium # 596 #  #  # 
900607000010400080500002009006000972000703000870000600100200005020008030000305001 # 23 # 07 # 2015 # 03372 # 2015-07-23 # 81 # 2015-07-23-TG-TGH-03372 # TG # TGH # Telegraph # Hard # 596 #  #  # 
000402300000980000097006080200000705010204060300000004070600250000038000008501000 # 01 # 08 # 2019 # 04842 # 2019-08-01 # 81 # 2019-08-01-TG-TGH-04842 # TG # TGH # Telegraph # Hard # 596 #  #  # 
000020400002090001070804020700300500300000004005002007060408050900070300003260000 # 13 # 09 # 2019 # 04885 # 2019-09-13 # 81 # 2019-09-13-TG-DIAB-04885 # TG # DIAB # Telegraph # Hard # 596 #  #  # 
009000400010000090005793001000057040006080300050210000900172500020000080004000200 # 14 # 09 # 2019 # 04886 # 2019-09-14 # 81 # 2019-09-14-TG-TGH-04886 # TG # TGH # Telegraph # Medium # 596 #  #  # 
000040020029030400840600010070009003000000000610800090030007041002090650090050000 # 21 # 08 # 2021 # 05593 # 2021-08-21 # 81 # 2021-08-21-TG-TGH-05593 # TG # TGH # Telegraph # Hard # 596 #  #  # 
000365001000000007030090840900800600000070000004201005049000050100000000800720000 # 12 # 09 # 2008 # 01144 # 2008-09-12 # 81 # 2008-09-12-TG-DIAB-01144 # TG # DIAB # Telegraph # Hard # 598 #  #  # 
700803002000000900400001007006080703000209000002030000800000004005000600300602008 # 24 # 09 # 2009 # 01467 # 2009-09-24 # 81 # 2009-09-24-TG-TGH-01467 # TG # TGH # Telegraph # Medium # 598 #  #  # 
000602000040030752007009008031000000800000009000000240300900005274000000000306000 # 21 # 01 # 2010 # 01569 # 2010-01-21 # 81 # 2010-01-21-TG-TGH-01569 # TG # TGH # Telegraph # Medium # 598 #  #  # 
000305090150004007080000600300901050900000008010207000000000000600500021040008000 # 30 # 09 # 2010 # 01785 # 2010-09-30 # 81 # 2010-09-30-TG-TGH-01785 # TG # TGH # Telegraph # Medium # 598 #  #  # 
000000002500307048000809000148000200007000800000000630000708100480002009200000000 # 25 # 04 # 2015 # 03283 # 2015-04-25 # 81 # 2015-04-25-TG-TGH-03283 # TG # TGH # Telegraph # Medium # 598 #  #  # 
000300040001250006000000207004060000600000054000090302205000000000816700010003000 # 10 # 07 # 2015 # 03359 # 2015-07-10 # 81 # 2015-07-10-TG-DIAB-03359 # TG # DIAB # Telegraph # Hard # 598 #  #  # 
307040009000000002000100500000030900004805100093000000008006000605000400400050203 # 17 # 08 # 2016 # 03763 # 2016-08-17 # 81 # 2016-08-17-TG-TGH-03763 # TG # TGH # Telegraph # Medium # 598 #  #  # 
010300600056000040000080000807030009009070800000020004000140000060000250002005090 # 17 # 01 # 2019 # 04646 # 2019-01-17 # 81 # 2019-01-17-TG-TGH-04646 # TG # TGH # Telegraph # Hard # 598 #  #  # 
000513002002000000008090000030070100041000790059000830000060000000000500900237000 # 31 # 05 # 2019 # 04780 # 2019-05-31 # 81 # 2019-05-31-TG-DIAB-04780 # TG # DIAB # Telegraph # Medium # 598 #  #  # 
000090005000500400060000070004005200705824103003900700080000010002009008100060000 # 22 # 07 # 2010 # 01725 # 2010-07-22 # 81 # 2010-07-22-TG-TGH-01725 # TG # TGH # Telegraph # Hard # 600 #  #  # 
